id,List_of_items,number_of_items_per_type,total_number_of_items,store_id,operator_id,city_id
382,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[86, 53, 72, 86, 91, 68, 17, 36, 96, 51]",656,382,4,6
383,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[40, 76, 92, 35, 74, 63, 36, 76, 53, 69]",614,383,4,6
384,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[59, 69, 14, 16, 100, 56, 25, 21, 26, 37]",423,384,4,6
385,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[29, 11, 27, 18, 64, 57, 32, 100, 93, 59]",490,385,4,6
386,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[26, 94, 27, 64, 69, 85, 91, 69, 58, 46]",629,386,4,6
387,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[66, 60, 38, 87, 99, 58, 85, 67, 25, 52]",637,387,4,6
388,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[96, 20, 52, 89, 13, 44, 17, 17, 18, 98]",464,388,4,6
389,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[97, 33, 97, 94, 28, 50, 23, 79, 48, 85]",634,389,4,6
390,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[19, 75, 19, 14, 40, 18, 96, 27, 21, 51]",380,390,4,6
391,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[90, 30, 35, 77, 77, 19, 16, 44, 43, 39]",470,391,4,23
392,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[45, 10, 33, 18, 56, 66, 54, 68, 68, 97]",515,392,4,23
393,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[78, 47, 85, 51, 20, 97, 57, 50, 90, 43]",618,393,4,23
394,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[83, 12, 88, 69, 68, 71, 90, 87, 51, 89]",708,394,4,23
395,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[32, 82, 13, 35, 69, 70, 56, 41, 67, 79]",544,395,4,23
396,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[97, 23, 67, 79, 30, 77, 74, 75, 98, 97]",717,396,4,23
397,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[30, 15, 78, 46, 86, 16, 42, 79, 60, 42]",494,397,4,23
398,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[26, 79, 15, 44, 24, 36, 89, 16, 61, 25]",415,398,4,23
399,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[96, 22, 70, 54, 84, 51, 99, 30, 29, 88]",623,399,4,23
400,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[35, 52, 29, 38, 82, 29, 52, 32, 57, 56]",462,400,4,23
401,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[52, 41, 100, 75, 39, 67, 10, 55, 44, 76]",559,401,5,17
402,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[60, 57, 64, 80, 12, 12, 45, 24, 71, 13]",438,402,5,17
403,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[24, 60, 12, 63, 38, 62, 60, 44, 19, 54]",436,403,5,17
404,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[94, 63, 16, 12, 73, 22, 52, 64, 29, 24]",449,404,5,17
405,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[65, 67, 96, 23, 37, 86, 22, 24, 100, 29]",549,405,5,17
406,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[54, 12, 43, 49, 34, 51, 87, 53, 44, 95]",522,406,5,17
407,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[66, 15, 49, 74, 40, 35, 99, 75, 81, 85]",619,407,5,17
408,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[65, 63, 96, 76, 96, 54, 36, 77, 70, 90]",723,408,5,17
409,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[23, 50, 95, 87, 18, 37, 35, 83, 100, 72]",600,409,5,17
410,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[14, 96, 63, 73, 35, 35, 44, 58, 27, 42]",487,410,5,17
411,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[22, 17, 84, 39, 85, 68, 87, 89, 25, 11]",527,411,5,23
412,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[64, 86, 17, 18, 67, 84, 44, 63, 57, 97]",597,412,5,23
413,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[37, 40, 97, 10, 48, 92, 85, 87, 80, 39]",615,413,5,23
414,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[43, 95, 20, 25, 70, 16, 52, 36, 98, 98]",553,414,5,23
415,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[75, 77, 93, 82, 92, 29, 30, 58, 77, 83]",696,415,5,23
416,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[91, 51, 57, 68, 63, 57, 100, 12, 71, 86]",656,416,5,23
417,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[43, 28, 88, 97, 86, 15, 59, 94, 53, 53]",616,417,5,23
418,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[41, 64, 15, 16, 43, 31, 61, 80, 64, 31]",446,418,5,23
419,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[71, 18, 74, 63, 14, 86, 45, 76, 87, 93]",627,419,5,23
420,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[30, 47, 80, 43, 13, 13, 19, 50, 32, 95]",422,420,5,23
421,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[58, 50, 31, 32, 41, 38, 71, 63, 77, 32]",493,421,5,8
422,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[39, 77, 87, 14, 18, 88, 13, 67, 57, 16]",476,422,5,8
423,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[28, 77, 57, 78, 59, 77, 78, 100, 54, 12]",620,423,5,8
424,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[61, 69, 49, 85, 89, 95, 42, 16, 35, 29]",570,424,5,8
425,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[39, 41, 37, 92, 68, 50, 67, 83, 21, 28]",526,425,5,8
426,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[40, 100, 61, 72, 11, 18, 20, 31, 82, 39]",474,426,5,8
427,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[35, 66, 98, 45, 53, 16, 37, 11, 23, 31]",415,427,5,8
428,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[41, 29, 17, 36, 78, 95, 19, 60, 10, 89]",474,428,5,8
429,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[21, 11, 44, 41, 33, 20, 22, 76, 83, 22]",373,429,5,8
430,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[21, 76, 93, 33, 46, 86, 40, 15, 96, 25]",531,430,5,8
431,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[70, 14, 45, 26, 31, 94, 23, 97, 16, 75]",491,431,5,9
432,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[98, 22, 71, 58, 67, 10, 61, 75, 70, 94]",626,432,5,9
433,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[71, 51, 71, 94, 15, 40, 36, 94, 82, 76]",630,433,5,9
434,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[32, 76, 84, 97, 84, 87, 61, 16, 61, 98]",696,434,5,9
435,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[79, 53, 29, 20, 85, 46, 34, 63, 17, 22]",448,435,5,9
436,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[68, 11, 63, 78, 73, 72, 63, 75, 18, 85]",606,436,5,9
437,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[85, 41, 62, 91, 34, 93, 26, 84, 76, 47]",639,437,5,9
438,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[35, 77, 49, 11, 73, 54, 31, 60, 80, 14]",484,438,5,9
439,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[37, 78, 87, 89, 18, 18, 13, 61, 68, 15]",484,439,5,9
440,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[44, 97, 19, 11, 62, 90, 73, 45, 28, 99]",568,440,5,9
441,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[86, 15, 73, 80, 93, 53, 25, 53, 89, 36]",603,441,5,19
442,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[71, 67, 78, 45, 62, 40, 75, 68, 16, 25]",547,442,5,19
443,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[35, 92, 20, 32, 14, 40, 82, 92, 45, 88]",540,443,5,19
444,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[53, 62, 66, 33, 14, 90, 44, 17, 31, 90]",500,444,5,19
445,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[72, 80, 54, 71, 31, 38, 70, 47, 35, 86]",584,445,5,19
446,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[21, 45, 62, 99, 95, 73, 12, 26, 84, 27]",544,446,5,19
447,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[79, 90, 76, 77, 44, 93, 10, 66, 35, 84]",654,447,5,19
448,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[58, 73, 64, 63, 92, 98, 59, 79, 96, 31]",713,448,5,19
449,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[93, 36, 74, 58, 49, 85, 55, 15, 45, 59]",569,449,5,19
450,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[33, 18, 60, 70, 14, 56, 62, 89, 31, 61]",494,450,5,19
451,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[43, 43, 76, 91, 99, 74, 68, 61, 12, 90]",657,451,5,18
452,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[76, 13, 15, 90, 66, 44, 56, 45, 16, 31]",452,452,5,18
453,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[52, 75, 34, 34, 75, 89, 20, 40, 24, 44]",487,453,5,18
454,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[54, 21, 74, 78, 17, 53, 45, 46, 56, 82]",526,454,5,18
455,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[11, 88, 94, 25, 98, 40, 77, 73, 78, 53]",637,455,5,18
456,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[75, 25, 26, 23, 18, 38, 86, 94, 100, 56]",541,456,5,18
457,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[45, 45, 30, 39, 74, 98, 70, 63, 89, 35]",588,457,5,18
458,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[71, 47, 63, 50, 11, 57, 65, 50, 81, 33]",528,458,5,18
459,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[53, 84, 22, 59, 76, 56, 53, 27, 19, 34]",483,459,5,18
460,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[54, 61, 56, 48, 73, 26, 74, 12, 44, 19]",467,460,5,18
461,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[56, 53, 93, 98, 14, 95, 99, 47, 46, 42]",643,461,5,2
462,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[17, 67, 32, 54, 54, 77, 34, 10, 96, 100]",541,462,5,2
463,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[36, 61, 59, 84, 69, 41, 45, 70, 21, 36]",522,463,5,2
464,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[25, 49, 50, 81, 40, 20, 63, 37, 67, 96]",528,464,5,2
465,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[37, 90, 34, 80, 22, 75, 44, 91, 37, 87]",597,465,5,2
466,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[64, 28, 94, 96, 79, 65, 72, 43, 50, 34]",625,466,5,2
467,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[55, 62, 78, 16, 51, 73, 69, 70, 97, 57]",628,467,5,2
468,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[39, 86, 21, 31, 18, 18, 15, 44, 97, 73]",442,468,5,2
469,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[73, 10, 77, 47, 11, 45, 83, 46, 11, 11]",414,469,5,2
470,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[68, 42, 82, 59, 67, 93, 100, 21, 56, 99]",687,470,5,2
471,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[16, 23, 18, 96, 86, 56, 45, 96, 41, 65]",542,471,5,4
472,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[13, 79, 27, 26, 61, 34, 100, 77, 19, 54]",490,472,5,4
473,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[63, 28, 43, 22, 59, 97, 37, 97, 36, 76]",558,473,5,4
474,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[79, 63, 78, 50, 45, 64, 98, 92, 83, 64]",716,474,5,4
475,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[89, 61, 74, 38, 13, 18, 98, 51, 50, 53]",545,475,5,4
476,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[67, 37, 31, 92, 11, 63, 18, 27, 35, 38]",419,476,5,4
477,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[59, 61, 82, 31, 62, 96, 85, 63, 98, 83]",720,477,5,4
478,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[81, 75, 25, 99, 14, 90, 27, 82, 10, 83]",586,478,5,4
479,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[27, 26, 34, 100, 20, 15, 61, 24, 85, 17]",409,479,5,4
480,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[56, 77, 36, 37, 79, 55, 97, 98, 54, 90]",679,480,5,4
481,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[20, 48, 20, 69, 34, 20, 40, 54, 23, 13]",341,481,5,6
482,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[73, 77, 20, 93, 33, 99, 59, 77, 94, 35]",660,482,5,6
483,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[33, 15, 73, 14, 59, 80, 57, 58, 93, 46]",528,483,5,6
484,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[88, 29, 42, 86, 53, 96, 68, 20, 36, 71]",589,484,5,6
485,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[79, 55, 32, 62, 36, 76, 10, 17, 42, 99]",508,485,5,6
486,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[70, 77, 10, 55, 36, 94, 47, 56, 96, 33]",574,486,5,6
487,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[100, 13, 88, 84, 63, 67, 91, 23, 51, 39]",619,487,5,6
488,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[79, 19, 15, 31, 49, 32, 87, 71, 88, 59]",530,488,5,6
489,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[81, 74, 49, 75, 14, 34, 23, 40, 61, 38]",489,489,5,6
490,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[92, 21, 93, 60, 44, 28, 93, 99, 89, 100]",719,490,5,6
491,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[45, 73, 18, 64, 22, 20, 56, 82, 75, 89]",544,491,5,25
492,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[13, 44, 28, 51, 35, 21, 71, 88, 36, 17]",404,492,5,25
493,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[96, 53, 67, 67, 20, 95, 67, 95, 52, 10]",622,493,5,25
494,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[44, 20, 76, 28, 77, 16, 96, 78, 43, 77]",555,494,5,25
495,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[28, 12, 72, 95, 48, 90, 16, 12, 75, 29]",477,495,5,25
496,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[71, 57, 65, 66, 52, 35, 46, 16, 50, 96]",554,496,5,25
497,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[39, 89, 49, 97, 88, 75, 88, 58, 54, 43]",680,497,5,25
498,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[35, 66, 62, 61, 86, 86, 56, 53, 19, 65]",589,498,5,25
499,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[79, 43, 54, 59, 77, 31, 16, 91, 18, 47]",515,499,5,25
500,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[55, 51, 32, 96, 77, 22, 37, 23, 25, 47]",465,500,5,25
501,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[88, 31, 29, 22, 42, 23, 12, 75, 69, 21]",412,501,6,23
502,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[61, 34, 76, 41, 90, 80, 19, 51, 57, 36]",545,502,6,23
503,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[62, 17, 76, 80, 25, 22, 39, 53, 17, 94]",485,503,6,23
504,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[15, 31, 37, 57, 82, 31, 49, 61, 10, 50]",423,504,6,23
505,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[49, 43, 34, 14, 29, 34, 82, 35, 93, 90]",503,505,6,23
506,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[72, 17, 97, 17, 30, 49, 39, 82, 73, 34]",510,506,6,23
507,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[91, 55, 26, 70, 84, 29, 10, 79, 45, 20]",509,507,6,23
508,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[51, 98, 86, 61, 43, 52, 14, 21, 49, 71]",546,508,6,23
509,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[37, 92, 35, 89, 68, 34, 25, 99, 23, 30]",532,509,6,23
510,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[23, 24, 13, 84, 61, 15, 20, 27, 83, 95]",445,510,6,23
511,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[69, 44, 35, 61, 64, 80, 80, 96, 46, 89]",664,511,6,24
512,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[87, 10, 64, 44, 77, 88, 13, 86, 53, 96]",618,512,6,24
513,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[47, 76, 80, 15, 28, 26, 52, 94, 67, 40]",525,513,6,24
514,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[29, 56, 65, 18, 99, 51, 57, 84, 61, 44]",564,514,6,24
515,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[38, 58, 98, 52, 93, 12, 68, 33, 52, 60]",564,515,6,24
516,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[87, 54, 52, 39, 77, 83, 90, 28, 62, 60]",632,516,6,24
517,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[17, 13, 85, 23, 98, 58, 82, 57, 31, 16]",480,517,6,24
518,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[47, 26, 28, 72, 81, 87, 31, 81, 33, 52]",538,518,6,24
519,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[67, 94, 51, 17, 13, 72, 44, 45, 90, 14]",507,519,6,24
520,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[89, 92, 27, 18, 42, 62, 49, 65, 50, 80]",574,520,6,24
521,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[50, 64, 50, 88, 58, 67, 24, 34, 70, 91]",596,521,6,8
522,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[15, 57, 30, 53, 53, 75, 22, 86, 90, 28]",509,522,6,8
523,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[55, 96, 76, 33, 95, 68, 98, 44, 96, 46]",707,523,6,8
524,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[75, 60, 45, 19, 57, 76, 59, 56, 39, 99]",585,524,6,8
525,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[65, 19, 38, 73, 76, 51, 68, 22, 99, 46]",557,525,6,8
526,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[65, 98, 33, 24, 83, 14, 88, 34, 65, 94]",598,526,6,8
527,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[18, 27, 58, 89, 42, 83, 37, 51, 90, 18]",513,527,6,8
528,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[64, 76, 99, 35, 67, 37, 68, 28, 93, 30]",597,528,6,8
529,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[45, 66, 22, 79, 95, 98, 80, 53, 17, 44]",599,529,6,8
530,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[18, 87, 82, 86, 54, 52, 93, 70, 23, 57]",622,530,6,8
531,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[49, 62, 26, 10, 81, 57, 71, 15, 41, 67]",479,531,6,21
532,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[46, 83, 37, 87, 45, 67, 25, 60, 72, 46]",568,532,6,21
533,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[74, 17, 98, 19, 71, 13, 60, 99, 44, 89]",584,533,6,21
534,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[99, 36, 76, 20, 57, 52, 48, 35, 79, 50]",552,534,6,21
535,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[80, 30, 32, 75, 55, 12, 32, 37, 34, 49]",436,535,6,21
536,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[71, 72, 36, 41, 49, 59, 27, 35, 62, 54]",506,536,6,21
537,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[94, 92, 80, 55, 27, 20, 65, 21, 22, 78]",554,537,6,21
538,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[18, 42, 14, 90, 67, 59, 22, 43, 67, 90]",512,538,6,21
539,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[90, 47, 40, 52, 50, 99, 64, 99, 32, 18]",591,539,6,21
540,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[85, 30, 71, 43, 67, 86, 21, 72, 81, 17]",573,540,6,21
541,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[99, 31, 55, 22, 29, 61, 97, 52, 15, 73]",534,541,6,13
542,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[39, 12, 46, 77, 47, 98, 54, 27, 55, 83]",538,542,6,13
543,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[75, 91, 62, 14, 49, 38, 15, 97, 29, 71]",541,543,6,13
544,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[91, 26, 51, 47, 95, 21, 11, 100, 71, 51]",564,544,6,13
545,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[90, 83, 10, 15, 43, 13, 88, 33, 98, 36]",509,545,6,13
546,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[22, 33, 39, 42, 35, 69, 99, 44, 46, 63]",492,546,6,13
547,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[12, 94, 81, 84, 17, 67, 81, 24, 69, 93]",622,547,6,13
548,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[19, 90, 95, 29, 45, 11, 10, 37, 57, 40]",433,548,6,13
549,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[22, 33, 15, 65, 96, 72, 55, 74, 94, 79]",605,549,6,13
550,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[51, 16, 70, 67, 36, 67, 13, 18, 95, 87]",520,550,6,13
551,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[62, 14, 84, 19, 76, 76, 10, 81, 60, 51]",533,551,6,16
552,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[55, 84, 23, 11, 52, 96, 30, 46, 92, 95]",584,552,6,16
553,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[26, 80, 66, 93, 27, 38, 69, 56, 34, 27]",516,553,6,16
554,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[48, 70, 71, 55, 91, 89, 99, 90, 73, 67]",753,554,6,16
555,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[21, 68, 64, 49, 35, 18, 45, 65, 35, 31]",431,555,6,16
556,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[20, 12, 55, 62, 24, 15, 45, 24, 28, 74]",359,556,6,16
557,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[18, 19, 72, 37, 71, 50, 56, 17, 70, 46]",456,557,6,16
558,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[70, 49, 74, 88, 74, 60, 79, 59, 76, 20]",649,558,6,16
559,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[98, 100, 31, 18, 64, 21, 88, 25, 73, 21]",539,559,6,16
560,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[89, 43, 93, 56, 83, 14, 94, 97, 34, 46]",649,560,6,16
561,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[12, 25, 48, 43, 14, 49, 26, 63, 70, 21]",371,561,6,9
562,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[94, 21, 65, 97, 91, 28, 83, 88, 72, 65]",704,562,6,9
563,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[70, 92, 100, 94, 76, 39, 42, 67, 55, 49]",684,563,6,9
564,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[16, 20, 32, 33, 83, 53, 80, 71, 36, 85]",509,564,6,9
565,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[53, 21, 18, 66, 30, 39, 20, 68, 80, 74]",469,565,6,9
566,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[29, 67, 43, 18, 58, 14, 24, 79, 78, 28]",438,566,6,9
567,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[73, 75, 38, 93, 75, 81, 41, 86, 31, 64]",657,567,6,9
568,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[44, 92, 14, 68, 90, 42, 36, 34, 40, 21]",481,568,6,9
569,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[95, 34, 12, 48, 92, 17, 39, 21, 100, 27]",485,569,6,9
570,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[89, 88, 44, 76, 66, 86, 44, 19, 49, 47]",608,570,6,9
571,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[18, 54, 80, 14, 40, 21, 13, 31, 85, 57]",413,571,6,2
572,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[61, 41, 60, 85, 76, 19, 80, 25, 30, 75]",552,572,6,2
