id,List_of_items,number_of_items_per_type,total_number_of_items,store_id,operator_id,city_id
1030,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[16, 27, 26, 26, 48, 72, 100, 15, 10, 79]",419,1030,11,25
1031,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[49, 44, 59, 83, 11, 70, 49, 40, 71, 14]",490,1031,11,20
1032,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[40, 18, 73, 87, 35, 86, 82, 38, 62, 74]",595,1032,11,20
1033,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[40, 39, 61, 48, 31, 91, 77, 18, 37, 14]",456,1033,11,20
1034,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[97, 20, 40, 53, 89, 10, 56, 19, 70, 100]",554,1034,11,20
1035,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[35, 95, 78, 95, 57, 25, 44, 58, 43, 10]",540,1035,11,20
1036,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[68, 95, 14, 92, 16, 70, 32, 94, 53, 100]",634,1036,11,20
1037,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[47, 34, 64, 17, 49, 22, 84, 26, 43, 55]",441,1037,11,20
1038,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[13, 51, 47, 98, 41, 30, 43, 61, 76, 93]",553,1038,11,20
1039,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[64, 52, 26, 79, 42, 89, 54, 54, 68, 94]",622,1039,11,20
1040,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[35, 72, 82, 28, 67, 49, 52, 15, 83, 36]",519,1040,11,20
1041,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[13, 94, 14, 23, 38, 14, 38, 69, 28, 14]",345,1041,11,6
1042,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[47, 36, 94, 39, 27, 38, 57, 51, 33, 70]",492,1042,11,6
1043,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[10, 46, 29, 75, 10, 39, 85, 51, 18, 32]",395,1043,11,6
1044,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[36, 24, 56, 58, 22, 37, 46, 90, 67, 35]",471,1044,11,6
1045,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[86, 44, 25, 21, 38, 66, 15, 73, 83, 91]",542,1045,11,6
1046,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[73, 34, 55, 91, 45, 45, 31, 11, 15, 39]",439,1046,11,6
1047,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[23, 46, 100, 35, 34, 37, 50, 32, 65, 60]",482,1047,11,6
1048,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[24, 68, 37, 66, 36, 84, 78, 34, 88, 85]",600,1048,11,6
1049,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[40, 93, 98, 66, 88, 21, 20, 36, 48, 40]",550,1049,11,6
1050,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[69, 86, 19, 98, 42, 89, 53, 99, 22, 43]",620,1050,11,6
1051,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[79, 15, 92, 10, 30, 14, 87, 89, 53, 40]",509,1051,11,30
1052,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[98, 51, 26, 14, 25, 100, 25, 38, 76, 32]",485,1052,11,30
1053,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[42, 60, 49, 48, 40, 73, 17, 26, 49, 30]",434,1053,11,30
1054,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[47, 65, 89, 66, 20, 69, 91, 100, 88, 86]",721,1054,11,30
1055,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[56, 94, 52, 11, 31, 77, 70, 38, 81, 41]",551,1055,11,30
1056,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[58, 10, 45, 94, 62, 21, 91, 93, 40, 38]",552,1056,11,30
1057,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[75, 91, 52, 28, 97, 75, 52, 16, 56, 87]",629,1057,11,30
1058,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[77, 96, 35, 26, 42, 39, 90, 51, 14, 18]",488,1058,11,30
1059,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[78, 36, 61, 70, 26, 40, 31, 17, 20, 83]",462,1059,11,30
1060,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[25, 27, 25, 95, 23, 92, 22, 51, 90, 13]",463,1060,11,30
1061,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[42, 41, 79, 73, 44, 43, 19, 37, 60, 49]",487,1061,11,28
1062,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[28, 97, 49, 11, 25, 98, 83, 83, 49, 11]",534,1062,11,28
1063,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[20, 100, 90, 51, 91, 98, 87, 54, 51, 74]",716,1063,11,28
1064,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[50, 70, 77, 74, 15, 91, 82, 20, 53, 97]",629,1064,11,28
1065,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[21, 19, 27, 28, 62, 23, 81, 61, 43, 17]",382,1065,11,28
1066,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[99, 99, 88, 57, 40, 70, 57, 65, 84, 31]",690,1066,11,28
1067,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[39, 93, 31, 55, 41, 94, 19, 71, 68, 44]",555,1067,11,28
1068,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[78, 74, 80, 17, 71, 49, 61, 18, 96, 39]",583,1068,11,28
1069,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[46, 49, 80, 98, 69, 57, 73, 39, 74, 35]",620,1069,11,28
1070,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[89, 59, 86, 24, 83, 43, 20, 93, 19, 42]",558,1070,11,28
1071,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[26, 17, 14, 16, 23, 21, 66, 73, 51, 11]",318,1071,11,12
1072,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[12, 25, 43, 10, 39, 94, 68, 89, 66, 78]",524,1072,11,12
1073,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[93, 67, 49, 44, 23, 68, 94, 47, 25, 13]",523,1073,11,12
1074,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[59, 44, 14, 10, 26, 86, 63, 84, 26, 47]",459,1074,11,12
1075,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[60, 69, 28, 93, 37, 83, 31, 13, 77, 39]",530,1075,11,12
1076,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[47, 81, 79, 34, 76, 20, 22, 45, 48, 56]",508,1076,11,12
1077,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[69, 85, 54, 61, 37, 29, 88, 12, 77, 61]",573,1077,11,12
1078,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[40, 85, 79, 56, 52, 99, 45, 38, 71, 61]",626,1078,11,12
1079,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[47, 48, 25, 14, 99, 79, 38, 31, 85, 53]",519,1079,11,12
1080,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[92, 82, 47, 45, 84, 56, 73, 99, 27, 25]",630,1080,11,12
1081,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[67, 32, 58, 26, 94, 43, 33, 80, 42, 37]",512,1081,11,10
1082,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[83, 42, 77, 77, 10, 85, 81, 66, 88, 16]",625,1082,11,10
1083,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[84, 26, 90, 95, 71, 100, 29, 48, 71, 16]",630,1083,11,10
1084,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[82, 69, 49, 52, 52, 76, 66, 80, 37, 90]",653,1084,11,10
1085,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[32, 53, 25, 85, 95, 79, 88, 86, 75, 54]",672,1085,11,10
1086,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[71, 37, 90, 57, 92, 25, 58, 47, 95, 41]",613,1086,11,10
1087,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[46, 97, 45, 44, 60, 27, 33, 49, 97, 81]",579,1087,11,10
1088,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[100, 31, 82, 39, 92, 33, 55, 48, 30, 79]",589,1088,11,10
1089,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[79, 86, 97, 33, 56, 96, 81, 71, 37, 61]",697,1089,11,10
1090,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[72, 63, 47, 52, 89, 93, 98, 92, 32, 87]",725,1090,11,10
1091,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[28, 20, 69, 88, 57, 68, 66, 87, 88, 32]",603,1091,11,18
1092,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[93, 97, 95, 99, 85, 82, 58, 44, 83, 16]",752,1092,11,18
1093,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[86, 86, 89, 44, 14, 65, 98, 63, 80, 64]",689,1093,11,18
1094,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[18, 92, 75, 44, 90, 94, 13, 36, 28, 25]",515,1094,11,18
1095,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[26, 100, 20, 50, 28, 86, 62, 74, 68, 78]",592,1095,11,18
1096,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[32, 86, 97, 23, 45, 61, 98, 57, 77, 69]",645,1096,11,18
1097,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[24, 83, 43, 72, 43, 76, 81, 45, 12, 74]",553,1097,11,18
1098,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[31, 45, 14, 34, 47, 56, 91, 62, 71, 63]",514,1098,11,18
1099,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[55, 14, 71, 13, 60, 43, 13, 34, 63, 83]",449,1099,11,18
1100,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[45, 66, 87, 84, 24, 30, 37, 78, 18, 22]",491,1100,11,18
1101,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[80, 67, 58, 17, 59, 75, 12, 80, 82, 50]",580,1101,12,27
1102,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[98, 41, 84, 91, 26, 49, 24, 29, 77, 20]",539,1102,12,27
1103,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[84, 94, 54, 38, 13, 42, 53, 89, 82, 59]",608,1103,12,27
1104,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[18, 17, 33, 99, 10, 58, 17, 56, 29, 73]",410,1104,12,27
1105,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[77, 72, 63, 11, 10, 74, 93, 65, 46, 40]",551,1105,12,27
1106,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[53, 85, 49, 79, 90, 76, 65, 78, 93, 15]",683,1106,12,27
1107,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[91, 84, 95, 26, 20, 18, 39, 61, 19, 44]",497,1107,12,27
1108,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[65, 30, 20, 86, 47, 30, 23, 78, 36, 18]",433,1108,12,27
1109,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[92, 41, 36, 87, 11, 96, 58, 71, 88, 46]",626,1109,12,27
1110,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[96, 86, 96, 29, 42, 95, 52, 91, 12, 18]",617,1110,12,27
1111,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[12, 18, 90, 29, 92, 71, 11, 60, 10, 59]",452,1111,12,46
1112,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[67, 73, 25, 47, 85, 66, 16, 98, 59, 82]",618,1112,12,46
1113,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[10, 50, 29, 61, 20, 83, 55, 38, 78, 93]",517,1113,12,46
1114,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[48, 25, 90, 70, 68, 99, 51, 12, 72, 21]",556,1114,12,46
1115,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[38, 69, 54, 49, 12, 39, 100, 66, 68, 77]",572,1115,12,46
1116,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[45, 16, 68, 65, 48, 29, 71, 34, 37, 81]",494,1116,12,46
1117,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[98, 45, 93, 95, 24, 19, 87, 76, 37, 65]",639,1117,12,46
1118,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[20, 34, 95, 42, 54, 92, 75, 29, 53, 23]",517,1118,12,46
1119,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[40, 19, 38, 36, 97, 13, 45, 79, 78, 75]",520,1119,12,46
1120,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[16, 51, 18, 18, 31, 91, 35, 90, 35, 32]",417,1120,12,46
1121,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[59, 95, 43, 80, 74, 52, 75, 85, 60, 37]",660,1121,12,28
1122,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[83, 15, 15, 55, 16, 63, 34, 99, 100, 47]",527,1122,12,28
1123,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[50, 96, 13, 69, 46, 21, 42, 98, 60, 68]",563,1123,12,28
1124,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[65, 26, 52, 83, 92, 81, 83, 49, 57, 29]",617,1124,12,28
1125,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[67, 84, 76, 32, 41, 37, 66, 93, 99, 31]",626,1125,12,28
1126,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[46, 90, 78, 73, 19, 67, 73, 74, 67, 11]",598,1126,12,28
1127,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[61, 73, 58, 25, 28, 76, 58, 20, 15, 55]",469,1127,12,28
1128,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[92, 79, 92, 56, 36, 90, 69, 76, 48, 72]",710,1128,12,28
1129,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[39, 41, 93, 99, 39, 65, 63, 100, 78, 39]",656,1129,12,28
1130,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[97, 57, 78, 85, 13, 38, 50, 65, 54, 33]",570,1130,12,28
1131,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[21, 68, 45, 80, 54, 93, 76, 10, 46, 22]",515,1131,12,39
1132,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[43, 20, 81, 52, 64, 45, 69, 52, 84, 27]",537,1132,12,39
1133,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[99, 59, 34, 24, 93, 35, 48, 84, 97, 12]",585,1133,12,39
1134,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[65, 18, 14, 38, 59, 10, 67, 69, 79, 22]",441,1134,12,39
1135,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[49, 90, 74, 72, 29, 80, 86, 91, 98, 76]",745,1135,12,39
1136,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[85, 52, 11, 20, 38, 15, 18, 78, 40, 95]",452,1136,12,39
1137,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[29, 78, 73, 69, 96, 65, 57, 79, 52, 41]",639,1137,12,39
1138,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[21, 56, 82, 15, 93, 80, 65, 73, 100, 35]",620,1138,12,39
1139,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[56, 53, 80, 98, 57, 18, 76, 68, 76, 59]",641,1139,12,39
1140,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[70, 68, 71, 93, 93, 38, 37, 85, 38, 93]",686,1140,12,39
1141,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[64, 85, 99, 38, 45, 22, 23, 18, 90, 40]",524,1141,12,1
1142,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[30, 68, 39, 78, 80, 44, 58, 78, 83, 93]",651,1142,12,1
1143,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[82, 79, 31, 65, 84, 46, 31, 89, 73, 58]",638,1143,12,1
1144,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[100, 70, 32, 11, 33, 22, 63, 67, 73, 40]",511,1144,12,1
1145,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[10, 74, 51, 16, 19, 56, 15, 87, 91, 83]",502,1145,12,1
1146,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[97, 99, 32, 96, 19, 88, 26, 99, 30, 42]",628,1146,12,1
1147,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[64, 26, 85, 67, 32, 16, 49, 47, 23, 91]",500,1147,12,1
1148,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[47, 29, 46, 59, 94, 14, 23, 24, 39, 10]",385,1148,12,1
1149,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[73, 16, 87, 47, 22, 38, 33, 17, 51, 80]",464,1149,12,1
1150,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[95, 41, 59, 97, 26, 99, 51, 67, 78, 22]",635,1150,12,1
1151,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[64, 87, 81, 16, 26, 77, 21, 45, 38, 55]",510,1151,12,12
1152,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[21, 14, 62, 91, 12, 23, 44, 66, 89, 22]",444,1152,12,12
1153,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[56, 81, 14, 46, 11, 89, 74, 75, 11, 22]",479,1153,12,12
1154,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[65, 27, 48, 46, 96, 67, 45, 86, 42, 25]",547,1154,12,12
1155,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[91, 96, 17, 95, 84, 78, 31, 55, 77, 46]",670,1155,12,12
1156,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[18, 28, 69, 28, 52, 92, 74, 85, 88, 14]",548,1156,12,12
1157,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[10, 32, 62, 42, 55, 11, 98, 62, 42, 97]",511,1157,12,12
1158,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[90, 37, 12, 50, 63, 53, 23, 62, 86, 55]",531,1158,12,12
1159,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[56, 44, 11, 37, 37, 85, 54, 57, 82, 94]",557,1159,12,12
1160,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[100, 13, 56, 44, 77, 18, 96, 62, 50, 91]",607,1160,12,12
1161,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[65, 71, 88, 52, 33, 97, 27, 33, 49, 31]",546,1161,12,15
1162,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[73, 25, 82, 20, 77, 42, 38, 81, 41, 32]",511,1162,12,15
1163,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[94, 97, 45, 29, 83, 15, 92, 33, 67, 54]",609,1163,12,15
1164,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[49, 59, 11, 17, 23, 32, 15, 35, 92, 15]",348,1164,12,15
1165,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[29, 79, 95, 97, 97, 54, 50, 65, 10, 84]",660,1165,12,15
1166,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[90, 91, 15, 85, 55, 15, 41, 78, 94, 58]",622,1166,12,15
1167,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[88, 69, 32, 49, 12, 41, 72, 91, 97, 83]",634,1167,12,15
1168,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[24, 69, 55, 78, 92, 98, 66, 13, 84, 30]",609,1168,12,15
1169,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[44, 88, 94, 22, 19, 53, 60, 79, 34, 59]",552,1169,12,15
1170,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[10, 63, 44, 11, 57, 34, 95, 37, 26, 66]",443,1170,12,15
1171,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[39, 72, 48, 82, 44, 81, 53, 32, 42, 59]",552,1171,12,2
1172,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[21, 18, 74, 84, 19, 16, 56, 92, 57, 39]",476,1172,12,2
1173,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[26, 77, 82, 70, 80, 99, 30, 64, 71, 98]",697,1173,12,2
1174,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[37, 69, 65, 10, 41, 22, 62, 22, 98, 72]",498,1174,12,2
1175,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[31, 44, 84, 32, 52, 12, 10, 57, 76, 66]",464,1175,12,2
1176,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[67, 29, 16, 35, 60, 26, 30, 38, 74, 80]",455,1176,12,2
1177,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[63, 50, 21, 19, 26, 15, 23, 50, 47, 65]",379,1177,12,2
1178,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[50, 73, 54, 23, 65, 56, 51, 82, 20, 35]",509,1178,12,2
1179,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[25, 68, 28, 32, 25, 56, 84, 75, 94, 42]",529,1179,12,2
1180,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[80, 50, 10, 36, 50, 13, 70, 74, 16, 57]",456,1180,12,2
1181,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[69, 27, 10, 57, 21, 23, 46, 32, 69, 76]",430,1181,12,8
1182,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[91, 17, 76, 54, 16, 81, 76, 52, 47, 17]",527,1182,12,8
1183,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[35, 54, 40, 14, 84, 65, 24, 46, 89, 43]",494,1183,12,8
1184,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[63, 89, 16, 69, 87, 27, 59, 98, 15, 30]",553,1184,12,8
1185,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[99, 44, 56, 36, 48, 81, 16, 73, 26, 24]",503,1185,12,8
1186,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[69, 59, 34, 97, 30, 37, 66, 57, 95, 31]",575,1186,12,8
1187,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[51, 27, 60, 30, 48, 81, 66, 83, 24, 19]",489,1187,12,8
1188,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[82, 68, 12, 39, 83, 17, 24, 92, 57, 15]",489,1188,12,8
1189,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[89, 99, 46, 32, 84, 100, 94, 18, 46, 80]",688,1189,12,8
1190,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[27, 77, 62, 13, 14, 29, 60, 93, 50, 18]",443,1190,12,8
1191,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[64, 71, 76, 73, 25, 85, 20, 37, 74, 57]",582,1191,12,31
1192,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[62, 71, 19, 32, 67, 14, 37, 64, 71, 32]",469,1192,12,31
1193,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[16, 83, 19, 84, 71, 18, 19, 50, 77, 39]",476,1193,12,31
1194,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[30, 71, 48, 22, 87, 38, 17, 91, 69, 48]",521,1194,12,31
1195,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[80, 17, 88, 17, 100, 25, 52, 71, 31, 14]",495,1195,12,31
1196,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[72, 74, 32, 95, 66, 40, 69, 54, 41, 26]",569,1196,12,31
1197,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[65, 65, 12, 75, 96, 16, 13, 58, 70, 57]",527,1197,12,31
1198,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[53, 100, 67, 25, 97, 14, 73, 97, 42, 88]",656,1198,12,31
1199,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[12, 61, 55, 61, 94, 98, 14, 78, 80, 77]",630,1199,12,31
1200,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[25, 20, 61, 82, 25, 94, 22, 53, 70, 24]",476,1200,12,31
1201,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[62, 82, 78, 46, 48, 26, 20, 72, 19, 62]",515,1201,13,39
1202,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[37, 91, 26, 15, 60, 49, 58, 54, 32, 16]",438,1202,13,39
1203,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[69, 55, 52, 22, 79, 28, 39, 55, 100, 83]",582,1203,13,39
1204,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[59, 84, 32, 25, 51, 78, 75, 73, 31, 46]",554,1204,13,39
1205,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[45, 26, 42, 15, 31, 88, 17, 38, 47, 22]",371,1205,13,39
1206,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[91, 82, 72, 22, 61, 79, 91, 13, 51, 28]",590,1206,13,39
1207,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[93, 42, 60, 53, 50, 35, 38, 99, 36, 11]",517,1207,13,39
1208,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[69, 17, 89, 10, 74, 34, 33, 86, 79, 88]",579,1208,13,39
1209,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[19, 66, 60, 23, 57, 21, 15, 94, 35, 61]",451,1209,13,39
1210,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[30, 45, 13, 32, 10, 40, 32, 100, 30, 90]",422,1210,13,39
1211,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[23, 89, 24, 70, 84, 65, 31, 85, 51, 64]",586,1211,13,20
1212,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[25, 13, 60, 20, 63, 90, 67, 68, 92, 36]",534,1212,13,20
1213,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[71, 94, 61, 87, 89, 48, 45, 17, 63, 57]",632,1213,13,20
1214,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[93, 78, 66, 50, 45, 45, 65, 26, 16, 25]",509,1214,13,20
1215,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[45, 54, 92, 32, 75, 21, 77, 27, 100, 67]",590,1215,13,20
